origin_lat,origin_lon,dest_lat,dest_lon,timestamp,vehicle_type,trip_distance,trip_duration,fare,traffic_condition,weather,passenger_count,driver_rating,surge_multiplier
12.975244,77.585124,12.968155,77.706448,2024-01-02 05:58:19,Bike,17.01,45.9,303.05,Free Flow,Sunny,1,4.1,0.9
12.980634,77.593569,12.925505,77.591377,2024-02-08 02:28:52,Mini,7.96,21.5,177.78,Free Flow,Sunny,1,3.9,0.9
12.926124,77.586195,12.936998,77.627475,2024-02-16 23:34:56,Mini,5.99,16.2,146.09,Free Flow,Sunny,1,4.6,0.9
12.933196,77.542776,12.932218,77.587497,2024-01-23 08:22:01,Auto,6.26,33.8,165.85,High,Sunny,3,4.9,1.8
12.966918,77.696186,12.96183,77.646838,2024-02-17 17:06:17,SUV,6.95,37.5,239.62,High,Sunny,6,4.0,1.8
12.997464,77.550597,12.908242,77.635841,2024-02-16 00:03:05,SUV,17.55,47.4,381.73,Free Flow,Sunny,6,4.8,0.9
13.02597,77.592732,12.968903,77.744408,2024-02-14 01:47:33,Mini,22.77,61.5,415.48,Free Flow,Sunny,2,4.1,0.9
12.908188,77.605454,12.912668,77.636686,2024-02-22 09:39:58,Prime,4.42,23.9,138.82,High,Sunny,3,4.6,1.8
12.963528,77.759224,12.974107,77.636831,2024-02-07 15:57:17,Prime,17.2,67.1,357.01,Medium,Sunny,3,4.4,1.3
12.96794,77.75089,12.914652,77.612651,2024-02-07 02:41:28,SUV,20.82,67.5,496.15,Heavy Rain,Rainy,3,4.3,1.08
12.985088,77.648736,13.025972,77.604324,2024-01-28 14:39:06,Auto,8.57,33.4,192.98,Medium,Cloudy,3,3.6,1.3
13.038121,77.602937,12.923384,77.584387,2024-02-21 06:08:18,Bike,16.76,65.4,329.15,Medium,Cloudy,1,4.0,1.3
12.910212,77.652715,12.98217,77.557703,2024-01-01 21:30:44,Bike,16.87,91.1,369.14,High,Sunny,1,4.1,1.8
13.040399,77.604169,12.921559,77.617255,2024-03-01 04:45:26,Mini,17.25,46.6,326.8,Free Flow,Cloudy,3,3.7,0.9
12.987771,77.638167,12.839052,77.667442,2024-01-12 13:54:26,Auto,21.85,85.2,429.98,Medium,Cloudy,1,3.5,1.3
13.032319,77.587289,12.96746,77.630093,2024-01-03 14:56:24,Auto,11.11,43.3,238.36,Medium,Sunny,3,3.9,1.3
13.03446,77.600789,13.199511,77.70945,2024-03-01 09:18:01,Mini,28.26,152.6,618.0,High,Cloudy,4,4.7,1.8
13.04091,77.601604,12.93002,77.630947,2024-01-27 08:22:11,Auto,16.52,89.2,372.06,High,Sunny,2,4.8,1.8
13.04303,77.599403,12.910497,77.608884,2024-01-27 09:26:14,Bike,19.17,103.5,415.33,High,Cloudy,1,4.7,1.8
12.972642,77.644438,13.034368,77.590107,2024-01-20 18:52:16,Prime,11.71,63.2,285.41,High,Sunny,4,4.0,1.8
12.910505,77.602228,12.952301,77.647336,2024-01-25 14:10:09,Bike,8.73,34.1,185.86,Medium,Cloudy,1,4.4,1.3
13.001883,77.565425,12.915022,77.639522,2024-02-13 00:00:45,Mini,16.27,43.9,311.11,Free Flow,Sunny,1,4.8,0.9
13.002781,77.5661,13.206653,77.704801,2024-02-10 20:40:12,Bike,35.25,190.3,738.47,High,Sunny,1,4.2,1.8
12.981116,77.595218,12.931274,77.575152,2024-02-27 13:34:03,Auto,7.72,30.1,177.82,Medium,Cloudy,2,3.9,1.3
12.976758,77.753945,12.933822,77.589996,2024-01-06 08:29:32,Mini,23.77,128.4,527.77,High,Sunny,1,4.5,1.8
12.997555,77.54965,12.932415,77.618057,2024-02-02 23:13:45,Auto,13.42,36.2,255.35,Free Flow,Cloudy,1,3.5,0.9
12.925691,77.582959,12.969439,77.642741,2024-01-17 16:46:28,Mini,10.48,40.9,237.1,Medium,Sunny,4,4.9,1.3
12.905454,77.648649,12.977012,77.595072,2024-01-27 11:51:24,Mini,12.76,68.9,306.51,High,Sunny,3,3.8,1.8
12.969835,77.633212,13.193283,77.705934,2024-01-09 19:34:53,SUV,33.81,182.6,779.62,High,Sunny,1,4.9,1.8
12.927849,77.624903,12.915823,77.551195,2024-01-04 16:04:03,Auto,10.46,49.0,262.88,Heavy Rain,Rainy,1,4.2,1.56
12.837495,77.650709,12.924502,77.576719,2024-01-08 16:47:01,Mini,16.28,63.5,340.52,Medium,Sunny,1,4.7,1.3
12.997818,77.566556,13.203924,77.712402,2024-01-24 01:34:39,SUV,36.07,97.4,678.97,Free Flow,Sunny,6,4.4,0.9
12.975254,77.747606,13.201,77.706851,2024-01-19 09:14:30,SUV,33.07,178.6,764.72,High,Sunny,5,4.9,1.8
12.96735,77.694771,12.932421,77.632088,2024-02-18 10:22:32,Auto,10.12,54.6,243.38,High,Sunny,3,4.0,1.8
13.200251,77.698132,12.939736,77.621298,2024-02-19 00:47:43,Bike,39.1,105.6,657.56,Free Flow,Sunny,1,4.4,0.9
12.841554,77.656106,12.968527,77.597015,2024-01-03 16:34:06,Prime,20.1,78.4,408.83,Medium,Sunny,2,4.4,1.3
12.987454,77.551414,12.977926,77.58585,2024-01-20 01:42:27,Mini,5.01,13.5,130.45,Free Flow,Cloudy,1,3.8,0.9
13.198945,77.702911,12.9174,77.646147,2024-01-02 19:40:00,Prime,41.4,223.5,882.07,High,Cloudy,2,4.4,1.8
13.033874,77.595701,12.963811,77.645998,2024-01-24 19:15:09,Mini,12.32,66.5,297.63,High,Cloudy,2,3.8,1.8
12.98044,77.586556,12.975055,77.754554,2024-01-25 09:56:11,Prime,23.53,127.0,522.91,High,Sunny,3,3.8,1.8
12.928624,77.576993,13.206387,77.712211,2024-01-31 04:03:30,SUV,44.33,143.6,932.05,Heavy Rain,Rainy,3,4.0,1.08
12.97861,77.643129,12.955676,77.632481,2024-02-01 09:31:50,Auto,3.63,19.6,112.95,High,Cloudy,1,4.5,1.8
12.91638,77.647014,12.930474,77.577088,2024-01-15 07:04:16,Bike,10.0,39.0,208.44,Medium,Sunny,1,4.6,1.3
12.905652,77.650531,12.982058,77.649286,2024-01-17 04:44:12,Prime,11.03,29.8,226.98,Free Flow,Cloudy,3,4.0,0.9
12.93427,77.616709,12.953135,77.630771,2024-01-18 19:12:48,Mini,3.36,18.1,117.52,High,Sunny,4,4.0,1.8
12.915835,77.550721,12.915315,77.608196,2024-02-03 01:04:29,Auto,8.05,21.7,169.13,Free Flow,Sunny,3,4.1,0.9
12.936764,77.62847,12.839834,77.651851,2024-01-03 02:20:30,Auto,14.36,38.8,270.55,Free Flow,Sunny,2,4.3,0.9
12.988231,77.646979,12.963283,77.7551,2024-01-27 22:05:09,SUV,15.56,60.7,377.68,Medium,Cloudy,2,3.9,1.3
12.994681,77.562549,12.962263,77.646905,2024-02-01 23:16:56,Prime,12.7,34.3,253.84,Free Flow,Sunny,3,4.5,0.9
12.960974,77.695168,12.987598,77.546677,2024-02-16 00:09:56,SUV,21.14,57.1,439.24,Free Flow,Cloudy,4,4.6,0.9
12.845239,77.666276,12.999204,77.554754,2024-02-21 20:09:31,SUV,27.15,146.6,645.77,High,Sunny,3,4.2,1.8
12.952407,77.687537,12.902839,77.648949,2024-01-19 08:00:52,Prime,8.96,48.4,230.16,High,Cloudy,2,4.0,1.8
12.997416,77.557503,12.929228,77.5854,2024-02-03 18:29:46,Mini,10.59,57.2,262.78,High,Sunny,1,4.9,1.8
12.919039,77.648276,12.852976,77.66455,2024-02-17 12:44:09,SUV,9.8,45.9,315.06,Heavy Rain,Rainy,1,3.9,1.56
12.917168,77.640583,13.190184,77.698617,2024-02-16 06:12:46,Auto,40.22,156.9,758.01,Medium,Sunny,1,4.5,1.3
12.942772,77.623699,12.960044,77.753739,2024-01-28 09:37:06,Auto,18.37,99.2,409.27,High,Cloudy,2,4.9,1.8
12.971529,77.745113,13.000674,77.555654,2024-02-03 17:12:27,Prime,26.85,145.0,589.69,High,Cloudy,2,4.6,1.8
12.985216,77.647749,12.977015,77.585326,2024-01-24 03:55:33,SUV,8.82,28.6,273.52,Heavy Rain,Rainy,6,4.5,1.08
12.91734,77.618162,12.837683,77.656841,2024-02-14 23:59:09,Auto,12.71,34.3,243.93,Free Flow,Cloudy,1,4.7,0.9
12.936631,77.586934,12.986117,77.549708,2024-01-13 14:33:54,Prime,8.84,34.5,207.79,Medium,Sunny,2,4.5,1.3
12.963394,77.584852,12.991449,77.551675,2024-02-11 17:19:52,Auto,6.16,39.9,191.19,Heavy Rain,Rainy,3,3.7,2.16
12.975057,77.740312,12.986962,77.634721,2024-02-06 21:31:46,Mini,14.88,80.3,349.07,High,Cloudy,3,4.4,1.8
12.996355,77.569408,13.198971,77.712726,2024-02-29 03:15:35,Bike,35.46,95.7,599.1,Free Flow,Sunny,1,3.8,0.9
12.908549,77.614222,12.984308,77.561013,2024-02-06 23:16:22,Bike,13.23,35.7,242.31,Free Flow,Cloudy,1,4.3,0.9
12.904919,77.643158,12.928869,77.624897,2024-01-30 17:45:40,Bike,4.3,23.2,116.4,High,Sunny,1,4.7,1.8
12.977765,77.759312,12.921806,77.619214,2024-03-01 15:40:47,Auto,21.21,82.7,418.55,Medium,Sunny,3,4.0,1.3
13.205761,77.702899,12.964743,77.600624,2024-01-31 13:01:56,Prime,37.61,146.7,721.34,Medium,Cloudy,3,4.6,1.3
12.913433,77.615373,12.920211,77.640187,2024-01-31 23:38:17,SUV,3.61,9.7,157.91,Free Flow,Sunny,1,4.8,0.9
12.925708,77.551491,12.937241,77.628052,2024-02-16 18:58:15,Mini,10.84,58.6,267.98,High,Sunny,3,3.7,1.8
12.966623,77.695088,12.99854,77.551579,2024-01-01 15:47:54,Mini,20.61,80.4,417.86,Medium,Sunny,2,4.5,1.3
12.919436,77.6459,12.920419,77.618105,2024-01-15 22:44:59,Bike,3.89,15.2,99.49,Medium,Sunny,1,4.7,1.3
13.007883,77.555257,12.955876,77.695642,2024-01-18 15:02:17,Mini,21.03,82.0,425.46,Medium,Sunny,2,4.8,1.3
12.838111,77.658771,12.996842,77.569811,2024-02-22 04:52:13,Auto,26.07,70.4,458.43,Free Flow,Cloudy,3,4.3,0.9
13.039372,77.605704,12.924575,77.577151,2024-01-21 13:29:28,Prime,17.04,66.5,354.17,Medium,Cloudy,3,3.6,1.3
12.977755,77.631603,12.854438,77.656798,2024-02-15 16:20:58,Mini,18.14,70.7,373.81,Medium,Sunny,1,4.7,1.3
12.975511,77.646666,12.91909,77.650453,2024-01-29 15:49:29,SUV,8.16,31.8,245.63,Medium,Sunny,3,4.1,1.3
12.837991,77.67004,12.930612,77.632403,2024-01-21 15:52:32,Prime,14.37,56.0,306.43,Medium,Cloudy,1,4.2,1.3
12.951677,77.693091,12.846567,77.653474,2024-02-06 19:50:55,Prime,16.15,87.2,374.6,High,Sunny,1,5.0,1.8
12.90909,77.641059,12.98121,77.599958,2024-02-19 07:55:58,Auto,11.89,46.4,252.26,Medium,Sunny,1,3.8,1.3
12.9603,77.704478,12.838771,77.652928,2024-02-07 22:03:48,Prime,18.96,74.0,388.49,Medium,Cloudy,3,3.6,1.3
12.845881,77.657544,12.932161,77.555585,2024-02-03 01:24:27,Prime,18.94,51.1,353.97,Free Flow,Cloudy,2,4.4,0.9
13.197851,77.714284,12.929585,77.588175,2024-01-19 00:22:52,Mini,42.55,114.9,732.85,Free Flow,Sunny,1,3.9,0.9
13.029087,77.598432,13.204115,77.710754,2024-02-04 01:12:22,Mini,29.75,80.3,527.49,Free Flow,Cloudy,1,4.1,0.9
12.904012,77.641219,12.931102,77.623494,2024-02-07 03:11:41,SUV,4.63,12.5,174.31,Free Flow,Sunny,6,4.4,0.9
12.961593,77.753918,12.988057,77.64404,2024-02-26 09:48:17,Bike,15.85,85.6,348.52,High,Sunny,1,4.2,1.8
13.197202,77.700394,12.985368,77.650118,2024-02-06 11:02:39,Prime,31.37,203.3,804.43,Heavy Rain,Rainy,3,4.0,2.16
12.954317,77.698388,12.968373,77.603833,2024-01-11 11:54:04,Prime,13.39,72.3,319.13,High,Cloudy,1,4.2,1.8
13.02836,77.587939,12.956332,77.637723,2024-01-10 15:01:49,Auto,12.51,48.8,263.36,Medium,Sunny,3,5.0,1.3
12.967097,77.593518,12.961173,77.694309,2024-01-13 01:14:18,Mini,14.13,45.8,317.12,Heavy Rain,Rainy,2,4.4,1.08
13.04087,77.597399,12.906999,77.619832,2024-01-29 14:30:38,Prime,19.57,76.3,399.34,Medium,Sunny,3,4.1,1.3
12.836404,77.650567,12.928325,77.53904,2024-02-28 07:55:07,Bike,20.48,79.9,395.66,Medium,Sunny,1,4.2,1.3
12.930323,77.585611,12.908626,77.616698,2024-01-07 14:10:45,Prime,5.36,20.9,145.68,Medium,Sunny,4,3.6,1.3
12.965874,77.748812,12.939065,77.61577,2024-02-04 18:07:22,Auto,19.02,102.7,422.29,High,Sunny,3,5.0,1.8
12.924843,77.550058,12.836408,77.662572,2024-01-27 07:29:38,Prime,20.27,79.1,411.82,Medium,Sunny,3,4.8,1.3
13.031453,77.603893,12.92183,77.609922,2024-02-14 00:25:06,Bike,15.84,42.8,284.25,Free Flow,Sunny,1,3.9,0.9
13.038499,77.606436,12.918655,77.538477,2024-02-29 01:41:36,Mini,19.74,53.3,366.78,Free Flow,Sunny,2,3.7,0.9
12.999232,77.573537,12.916828,77.641102,2024-01-06 21:43:47,Mini,15.19,82.0,355.38,High,Sunny,4,4.9,1.8
12.966445,77.701883,12.927385,77.627087,2024-02-07 03:51:32,SUV,11.89,32.1,290.84,Free Flow,Sunny,5,3.7,0.9
12.978323,77.74751,12.95369,77.698107,2024-01-20 05:45:14,Auto,7.78,21.0,164.79,Free Flow,Cloudy,2,3.8,0.9
13.206388,77.714652,12.961993,77.689133,2024-02-10 20:54:12,Prime,35.45,191.4,762.48,High,Sunny,3,3.7,1.8
12.850443,77.658664,12.96584,77.589468,2024-02-16 00:23:36,Mini,19.26,52.0,359.18,Free Flow,Sunny,3,4.7,0.9
12.972996,77.74242,12.942455,77.62993,2024-01-16 21:30:43,SUV,16.35,88.3,428.65,High,Sunny,5,4.4,1.8
13.205805,77.708622,12.98743,77.559308,2024-02-11 15:49:59,Mini,37.81,147.5,724.95,Medium,Cloudy,3,4.3,1.3
13.192542,77.709237,13.035754,77.599702,2024-02-15 19:56:04,Bike,27.33,177.1,685.97,Heavy Rain,Rainy,1,4.4,2.16
13.008807,77.562744,12.952836,77.643531,2024-02-03 11:16:03,Bike,13.9,75.0,309.31,High,Sunny,1,4.6,1.8
12.925994,77.620273,12.958406,77.635521,2024-02-28 22:42:33,Bike,5.14,20.1,121.77,Medium,Sunny,1,3.7,1.3
12.982348,77.562425,13.189522,77.702586,2024-02-04 16:43:09,SUV,35.76,139.5,738.27,Medium,Sunny,4,3.9,1.3
12.98428,77.632651,12.908257,77.605803,2024-01-29 17:39:38,Bike,11.6,62.6,263.08,High,Sunny,1,3.8,1.8
12.917531,77.610747,12.956541,77.69837,2024-01-03 17:23:40,Bike,13.49,72.9,301.25,High,Sunny,1,3.8,1.8
13.194419,77.704178,12.952322,77.702097,2024-01-06 06:16:56,Prime,34.94,163.5,785.93,Heavy Rain,Rainy,4,4.0,1.56
12.957364,77.635086,12.977635,77.631668,2024-02-18 05:08:07,Mini,2.96,8.0,97.57,Free Flow,Sunny,2,4.6,0.9
12.851564,77.660327,12.902294,77.637905,2024-02-17 12:52:04,Prime,7.96,31.1,192.17,Medium,Sunny,4,3.8,1.3
12.921341,77.602305,12.954953,77.636289,2024-01-26 22:21:40,Bike,6.79,26.5,151.26,Medium,Sunny,1,4.5,1.3
13.043526,77.602707,12.925996,77.551017,2024-02-28 23:15:01,Bike,18.44,49.8,325.94,Free Flow,Sunny,1,4.4,0.9
12.938214,77.630885,12.92428,77.58086,2024-02-12 10:26:02,Prime,7.29,39.3,196.43,High,Sunny,3,4.5,1.8
12.90475,77.642768,12.966273,77.645831,2024-02-18 18:39:07,SUV,8.89,48.0,278.65,High,Cloudy,5,4.8,1.8
13.196427,77.708069,12.916309,77.607554,2024-02-01 19:45:57,SUV,42.8,231.1,960.27,High,Sunny,4,3.6,1.8
12.934685,77.548259,13.042771,77.592274,2024-01-19 20:09:30,Bike,16.77,90.6,367.07,High,Cloudy,1,3.9,1.8
12.973807,77.599179,12.998964,77.559722,2024-02-27 09:25:43,Auto,6.61,35.7,172.84,High,Sunny,3,4.0,1.8
12.850804,77.651512,12.977711,77.746433,2024-02-22 11:21:01,Prime,22.62,122.2,504.76,High,Sunny,1,4.4,1.8
12.958505,77.645285,12.909579,77.608501,2024-01-05 20:34:30,SUV,8.74,47.2,275.64,High,Cloudy,3,3.6,1.8
12.910706,77.637333,13.036631,77.59015,2024-01-20 03:41:43,Prime,19.33,52.2,360.31,Free Flow,Cloudy,3,3.5,0.9
13.037251,77.593269,12.970439,77.757192,2024-01-13 19:06:59,SUV,24.89,134.4,600.24,High,Cloudy,6,3.7,1.8
13.204722,77.705096,12.961229,77.640296,2024-02-14 13:49:04,SUV,36.29,141.5,747.74,Medium,Cloudy,6,4.4,1.3
12.929059,77.620248,12.910811,77.638946,2024-02-27 21:06:41,Bike,3.71,24.1,121.7,Heavy Rain,Rainy,1,3.5,2.16
12.968585,77.639754,12.842967,77.653761,2024-02-15 10:20:03,Bike,18.23,98.5,396.47,High,Cloudy,1,4.5,1.8
12.930546,77.593718,12.908651,77.637399,2024-02-26 21:51:06,Prime,6.88,37.2,188.33,High,Sunny,3,4.8,1.8
12.954463,77.693016,13.001067,77.551368,2024-02-21 20:40:29,Bike,20.94,113.1,450.81,High,Cloudy,1,4.2,1.8
12.937028,77.632815,12.967286,77.74403,2024-02-03 02:35:38,SUV,16.17,52.4,409.84,Heavy Rain,Rainy,4,3.6,1.08
12.968746,77.631952,13.195739,77.707274,2024-02-25 12:08:36,Auto,34.41,134.2,654.22,Medium,Cloudy,1,4.3,1.3
12.969509,77.643265,12.846941,77.665695,2024-01-29 20:15:43,Bike,17.96,97.0,391.06,High,Sunny,1,4.8,1.8
12.99109,77.563056,12.980649,77.642572,2024-02-25 14:56:45,Bike,11.23,43.8,230.48,Medium,Cloudy,1,3.7,1.3
12.937266,77.62369,12.98839,77.563733,2024-02-20 03:49:45,SUV,11.17,30.2,279.34,Free Flow,Sunny,5,4.8,0.9
12.968095,77.646422,12.984805,77.633308,2024-02-03 05:45:12,Bike,3.03,8.2,78.64,Free Flow,Sunny,1,4.8,0.9
12.924922,77.600468,12.982132,77.549782,2024-01-11 09:34:03,Bike,10.89,58.8,248.79,High,Sunny,1,4.5,1.8
12.990352,77.56016,12.964629,77.70398,2024-02-05 22:02:52,Auto,20.47,79.8,405.39,Medium,Sunny,3,3.7,1.3
12.99123,77.552784,12.837754,77.664864,2024-02-06 23:55:24,Mini,27.14,73.3,485.6,Free Flow,Sunny,1,4.4,0.9
13.036791,77.590959,12.969274,77.644359,2024-01-15 07:15:51,Mini,12.28,47.9,269.19,Medium,Sunny,4,3.5,1.3
12.917237,77.647132,12.926416,77.605789,2024-02-15 10:42:50,Auto,5.94,32.1,159.32,High,Cloudy,2,4.2,1.8
12.909271,77.644211,12.976547,77.759537,2024-01-13 06:27:43,Prime,18.84,73.5,386.23,Medium,Sunny,1,3.9,1.3
12.960524,77.695071,12.984968,77.644472,2024-02-10 01:51:38,Mini,7.91,25.6,201.74,Heavy Rain,Rainy,2,4.4,1.08
12.967941,77.68841,12.987064,77.548216,2024-02-25 08:39:24,SUV,19.82,107.0,498.31,High,Cloudy,1,4.2,1.8
12.998202,77.561086,12.979731,77.749709,2024-01-26 00:00:32,Bike,26.54,71.6,455.9,Free Flow,Sunny,1,4.9,0.9
12.996203,77.548917,12.951188,77.647993,2024-02-06 20:26:23,Mini,15.31,82.7,357.8,High,Sunny,1,4.5,1.8
12.955213,77.62954,12.913938,77.617779,2024-01-03 02:07:53,Bike,6.18,16.7,129.18,Free Flow,Cloudy,1,4.0,0.9
12.915123,77.654091,12.930124,77.579285,2024-01-16 16:44:15,Mini,10.69,50.0,278.7,Heavy Rain,Rainy,1,4.5,1.56
12.983705,77.559694,12.980903,77.631513,2024-02-03 10:14:10,Bike,10.06,54.3,232.22,High,Sunny,1,4.5,1.8
12.926782,77.588813,12.968601,77.740438,2024-02-28 03:25:01,SUV,22.06,59.6,454.13,Free Flow,Sunny,4,3.9,0.9
13.02914,77.587168,12.849039,77.657585,2024-02-22 15:40:17,Prime,27.79,108.4,546.14,Medium,Sunny,4,4.4,1.3
12.910037,77.611378,12.843781,77.667178,2024-01-09 23:30:33,Mini,12.35,33.3,248.14,Free Flow,Sunny,4,4.4,0.9
12.849621,77.655704,12.986699,77.638684,2024-01-24 12:27:02,Bike,19.92,77.7,385.63,Medium,Sunny,1,4.0,1.3
12.913091,77.611138,12.955222,77.694267,2024-01-07 14:32:37,Prime,13.13,61.4,329.67,Heavy Rain,Rainy,3,3.8,1.56
13.034727,77.603276,12.930127,77.593466,2024-01-13 10:17:20,Mini,15.16,81.8,354.64,High,Cloudy,3,4.6,1.8
12.975267,77.748761,12.961146,77.639041,2024-01-02 23:28:25,Auto,15.49,41.8,288.65,Free Flow,Sunny,1,4.4,0.9
12.971869,77.58677,12.975447,77.758154,2024-02-15 14:27:54,Mini,23.99,93.6,478.3,Medium,Sunny,3,4.7,1.3
12.968413,77.648551,12.928133,77.577087,2024-02-23 00:11:58,Auto,11.57,31.2,225.68,Free Flow,Sunny,2,3.6,0.9
12.994692,77.557448,12.954653,77.642069,2024-02-10 10:49:14,Bike,13.18,71.2,294.89,High,Sunny,1,3.8,1.8
12.970934,77.642733,12.849809,77.668425,2024-01-03 05:55:34,SUV,17.84,48.2,386.4,Free Flow,Cloudy,5,3.9,0.9
12.918648,77.604663,12.922015,77.634991,2024-01-26 23:20:09,Auto,4.27,11.5,108.58,Free Flow,Sunny,3,4.7,0.9
12.911259,77.649226,12.969003,77.599314,2024-02-29 05:48:19,Bike,10.87,29.4,204.52,Free Flow,Sunny,1,4.9,0.9
12.988999,77.56513,13.206923,77.707209,2024-01-22 05:23:47,Mini,37.21,100.5,647.18,Free Flow,Sunny,3,4.2,0.9
12.933884,77.544612,13.004408,77.568759,2024-01-30 23:09:09,SUV,10.72,34.7,308.87,Heavy Rain,Rainy,3,4.8,1.08
12.931136,77.550493,12.954895,77.689621,2024-01-06 03:42:44,Auto,19.77,53.4,357.36,Free Flow,Cloudy,2,4.4,0.9
12.949322,77.690374,12.928964,77.591101,2024-01-07 14:12:11,Mini,14.2,55.4,303.52,Medium,Sunny,2,4.8,1.3
12.965705,77.702185,13.0377,77.595507,2024-01-21 00:12:49,Bike,18.19,49.1,321.96,Free Flow,Sunny,1,3.8,0.9
13.03153,77.591103,12.965243,77.688212,2024-01-03 04:43:35,Bike,16.62,44.9,296.76,Free Flow,Cloudy,1,4.5,0.9
12.931508,77.578444,12.926405,77.619768,2024-02-05 14:50:49,Mini,5.83,22.7,154.08,Medium,Cloudy,3,4.4,1.3
12.962601,77.588948,12.966681,77.750342,2024-02-29 11:36:56,Auto,22.6,122.0,494.22,High,Sunny,3,4.8,1.8
13.040134,77.590401,12.95759,77.6908,2024-02-22 14:10:13,Bike,18.42,71.8,358.83,Medium,Cloudy,1,4.0,1.3
12.970484,77.746588,12.932782,77.632942,2024-01-06 05:42:35,Prime,16.81,45.4,319.83,Free Flow,Sunny,4,4.7,0.9
12.929031,77.548986,12.8531,77.653117,2024-02-13 11:06:26,Prime,18.23,98.5,416.51,High,Sunny,1,4.4,1.8
12.93096,77.549034,12.908805,77.645834,2024-02-02 06:24:18,Mini,13.92,54.3,298.49,Medium,Cloudy,1,4.3,1.3
12.968465,77.646684,12.929924,77.580461,2024-02-09 23:35:52,SUV,10.81,35.0,310.48,Heavy Rain,Rainy,4,4.3,1.08
12.98585,77.557022,12.923779,77.589347,2024-02-29 01:20:25,Mini,10.03,27.1,211.06,Free Flow,Sunny,2,3.9,0.9
12.973264,77.637136,12.932978,77.537411,2024-02-28 15:35:56,SUV,15.12,59.0,369.91,Medium,Sunny,1,5.0,1.3
12.995317,77.563683,12.918289,77.550031,2024-02-19 13:55:56,Bike,11.28,44.0,231.31,Medium,Cloudy,1,4.2,1.3
12.967111,77.740572,12.980274,77.645521,2024-02-21 16:52:25,Auto,13.44,52.4,279.89,Medium,Sunny,1,5.0,1.3
12.836149,77.669699,12.911839,77.603331,2024-01-07 18:03:38,SUV,14.34,77.4,388.2,High,Cloudy,6,4.1,1.8
13.045483,77.604095,13.011806,77.563294,2024-01-10 02:13:07,SUV,7.5,20.2,220.35,Free Flow,Cloudy,4,4.2,0.9
12.921738,77.618858,13.000238,77.55454,2024-02-26 10:45:06,Mini,14.47,78.1,340.83,High,Sunny,2,4.3,1.8
12.931136,77.5803,13.202434,77.702256,2024-01-17 15:14:02,Bike,42.71,166.6,792.34,Medium,Sunny,1,4.4,1.3
12.93256,77.581001,12.851044,77.651374,2024-02-29 13:58:49,SUV,15.34,59.8,373.86,Medium,Sunny,3,4.2,1.3
12.916174,77.642455,12.926536,77.620136,2024-02-05 18:49:13,SUV,3.46,18.7,169.61,High,Sunny,2,3.6,1.8
12.844938,77.669052,13.029873,77.597075,2024-01-31 07:25:03,Mini,28.52,111.2,559.16,Medium,Sunny,1,4.3,1.3
12.970958,77.757436,12.995135,77.56234,2024-02-01 18:58:09,Mini,27.53,148.7,603.35,High,Cloudy,2,4.6,1.8
12.971067,77.602467,12.952393,77.64817,2024-02-29 02:36:55,Bike,6.94,18.7,141.41,Free Flow,Cloudy,1,3.5,0.9
12.918005,77.537217,13.02754,77.592408,2024-02-24 08:55:43,Auto,17.59,95.0,393.61,High,Sunny,2,3.5,1.8
12.847002,77.651034,12.998544,77.565259,2024-01-06 06:11:35,SUV,24.95,97.3,545.3,Medium,Sunny,4,3.8,1.3
12.972831,77.637186,12.917233,77.550033,2024-01-24 11:14:49,Prime,14.6,78.8,343.47,High,Sunny,3,4.7,1.8
12.977016,77.642929,12.926198,77.556152,2024-01-11 06:59:45,SUV,14.19,55.3,353.26,Medium,Sunny,3,4.9,1.3
13.042086,77.594525,12.964694,77.640188,2024-01-22 09:28:21,Auto,12.87,69.5,298.63,High,Sunny,3,4.2,1.8
12.935837,77.624622,12.915437,77.612144,2024-02-02 11:27:03,SUV,3.42,18.5,168.8,High,Sunny,4,3.5,1.8
13.204703,77.704478,12.956492,77.696824,2024-01-21 07:56:24,Prime,35.83,139.7,689.62,Medium,Sunny,4,4.7,1.3
12.93587,77.614591,12.902173,77.648561,2024-02-06 15:57:13,SUV,6.8,26.5,221.4,Medium,Sunny,4,4.7,1.3
13.043567,77.587843,12.926987,77.578394,2024-02-08 03:45:52,Mini,16.87,45.6,320.84,Free Flow,Sunny,4,4.9,0.9
13.193909,77.711703,12.997056,77.553301,2024-02-16 11:12:22,Auto,36.03,233.5,904.94,Heavy Rain,Rainy,2,4.3,2.16
12.85373,77.666235,13.010247,77.571317,2024-02-10 03:24:44,Auto,26.2,70.7,460.56,Free Flow,Sunny,1,4.2,0.9
13.037612,77.600832,12.967211,77.700616,2024-02-10 10:13:35,SUV,17.27,93.3,447.14,High,Cloudy,1,4.5,1.8
12.910028,77.654079,12.93287,77.575422,2024-01-02 16:04:18,Mini,11.49,44.8,255.14,Medium,Cloudy,2,3.5,1.3
12.965166,77.648076,12.978377,77.755423,2024-03-01 15:33:07,Mini,15.15,70.9,371.88,Heavy Rain,Rainy,1,3.9,1.56
12.941098,77.623855,12.933378,77.54468,2024-01-02 02:41:55,Prime,11.14,36.1,261.56,Heavy Rain,Rainy,2,4.5,1.08
13.039856,77.598773,12.998873,77.560649,2024-02-21 21:56:43,Bike,7.97,51.6,223.31,Heavy Rain,Rainy,1,3.5,2.16
